gene_name	description	ebi_biotype
PF3D7-0716100	SDA1_protein_SDA1%2C_putative	protein_coding
PF3D7-0716200	PDCD2_domain-containing_protein%2C_putative	protein_coding
PF3D7-0716300	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0716400	transcription_initiation_factor_IIA_subunit_1%2C_putative	protein_coding
PF3D7-0716500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0716600	SufS_cysteine_desulfurase	protein_coding
PF3D7-0716700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0716800	EIF3I_eukaryotic_translation_initiation_factor_3_subunit_I%2C_putative	protein_coding
PF3D7-0716900	DMT2_drug/metabolite_transporter_DMT2	protein_coding
PF3D7-0717000	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-0717100	CRAL/TRIO_domain-containing_protein%2C_putative	protein_coding
PF3D7-0717200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0717300	transcription_initiation_factor_IIE_subunit_alpha%2C_putative	protein_coding
PF3D7-0717400	queuine_tRNA-ribosyltransferase%2C_putative	protein_coding
PF3D7-0717500	CDPK4_calcium-dependent_protein_kinase_4	protein_coding
PF3D7-0717600	IMC32_inner_membrane_complex_protein%2C_putative	protein_coding
PF3D7-0717700	serine--tRNA_ligase%2C_putative	protein_coding
PF3D7-0717800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0717900	thioredoxin-like_protein	protein_coding
PF3D7-0718000	dynein_heavy_chain%2C_putative	protein_coding
PF3D7-0718100	EST_exported_serine/threonine_protein_kinase	protein_coding
PF3D7-0718300	CRMP2_cysteine_repeat_modular_protein_2	protein_coding
PF3D7-0718400	ribosomal_protein_S8%2C_mitochondrial%2C_putative	protein_coding
PF3D7-0718500	prefoldin_subunit_3%2C_putative	protein_coding
PF3D7-0718600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0718700	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-0718800	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0718900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0719000	translation_machinery-associated_protein%2C_putative	protein_coding
PF3D7-0719100	ATP_synthase_F0_subunit_a-like_protein%2C_putative	protein_coding
PF3D7-0719200	NEK4_NIMA_related_kinase_4	protein_coding
PF3D7-0719300	ARP6_actin-related_protein_ARP6	protein_coding
PF3D7-0719400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0719500	CDC50A_cell_division_control_protein_CDC50A	protein_coding
PF3D7-0719600	60S_ribosomal_protein_L11a%2C_putative	protein_coding
PF3D7-0719700	RPS10_40S_ribosomal_protein_S10%2C_putative	protein_coding
PF3D7-0719800	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0719900	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-0720000	CSL4_exosome_complex_component_CSL4%2C_putative	protein_coding
PF3D7-0720100	ESF2_pre-rRNA-processing_protein_ESF2%2C_putative	protein_coding
PF3D7-0720200	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0720300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0720400	AIF_apoptosis-inducing_factor%2C_putative	protein_coding
PF3D7-0720500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0720600	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0720700	PX1_phosphoinositide-binding_protein_PX1	protein_coding
PF3D7-0720800	Ham1-like_protein%2C_putative	protein_coding
PF3D7-0720900	tetratricopeptide_repeat_protein%2C_putative	protein_coding
PF3D7-0721000	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-0721100	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0721200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0721300	DDX31_ATP-dependent_DNA_helicase_DDX31	protein_coding
PF3D7-0721400	rhoptry_protein%2C_putative	protein_coding
PF3D7-0721500	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-0721600	40S_ribosomal_protein_S5%2C_putative	protein_coding
PF3D7-0721700	PSOP1_secreted_ookinete_protein%2C_putative	protein_coding
PF3D7-0721800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0721900	V-type_ATPase_V0_subunit_e%2C_putative	protein_coding
PF3D7-0722000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0722100	PELO_protein_pelota_homolog%2C_putative	protein_coding
PF3D7-0722200	RALP1_rhoptry-associated_leucine_zipper-like_protein_1	protein_coding
PF3D7-0722300	ubiquitin_carboxyl-terminal_hydrolase%2C_putative	protein_coding
PF3D7-0722400	OLA1_Obg-like_ATPase_1%2C_putative	protein_coding
PF3D7-0722500	CWC15_pre-mRNA-splicing_factor_CWC15%2C_putative	protein_coding
PF3D7-0722600	UTP7_U3_small_nucleolar_RNA-associated_protein_7%2C_putative	protein_coding
PF3D7-0722700	C3AP1_cytochrome_b-c1_complex_subunit_11%2C_putative	protein_coding
PF3D7-0722800	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0722900	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0723000	tRNAHis_guanylyltransferase%2C_putative	protein_coding
PF3D7-0723100	CPH1_protein_CPH1%2C_putative	protein_coding
PF3D7-0723200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0723300	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0723400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0723500	dynactin_subunit_5%2C_putative	protein_coding
PF3D7-0723600	proteasome_assembly_chaperone_4%2C_putative	protein_coding
PF3D7-0723700	metallo-hydrolase/oxidoreductase%2C_putative	protein_coding
PF3D7-0723800	AKIT1_apicomplexan_kinetochore_protein_1%2C_putative	protein_coding
PF3D7-0723900	RNA-binding_protein%2C_putative	protein_coding
PF3D7-0724000	Rab_GTPase_activator_and_protein_kinase%2C_putative	protein_coding
PF3D7-0724100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0724200	TAP42_type_2A_phosphatase-associated_protein_42%2C_putative	protein_coding
PF3D7-0724300	COQ3_3-demethylubiquinol_3-O-methyltransferase%2C_putative	protein_coding
PF3D7-0724400	PAM18_mitochondrial_import_inner_membrane_translocase_subunit_TIM14%2C_putative	protein_coding
PF3D7-0724500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0724600	protein_kinase%2C_putative	protein_coding
PF3D7-0724700	BDP6_bromodomain_protein_6%2C_putative	protein_coding
PF3D7-0724800	kelch_domain-containing_protein%2C_putative	protein_coding
PF3D7-0724900	kinesin-20%2C_putative	protein_coding
PF3D7-0725000	exonuclease_I%2C_putative	protein_coding
PF3D7-0725100	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-0725200	mago_nashi_protein_homologue%2C_putative	protein_coding
PF3D7-0725300	WD_repeat-containing_protein%2C_putative	protein_coding
PF3D7-0725400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0725600	18S_ribosomal_RNA	rRNA
PF3D7-0725800	5.8S_ribosomal_RNA	rRNA
PF3D7-0726000	28S_ribosomal_RNA	rRNA
PF3D7-0726050	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0726100	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-0726200	FIKK7.1_serine/threonine_protein_kinase%2C_FIKK_family	protein_coding
PF3D7-0726300	PMS1_DNA_mismatch_repair_protein_PMS1%2C_putative	protein_coding
PF3D7-0726400	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-0726500	ubiquitin_carboxyl-terminal_hydrolase%2C_putative	protein_coding
PF3D7-0726600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0726700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0726800	OST2_dolichyl-diphosphooligosaccharide--protein_glycosyltransferase_subunit_OST2%2C_putative	protein_coding
PF3D7-0726900	TIM50_mitochondrial_import_inner_membrane_translocase_subunit_TIM50%2C_putative	protein_coding
PF3D7-0727000	VPS53_vacuolar_protein_sorting-associated_protein_53%2C_putative	protein_coding
PF3D7-0727100	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0727200	NFS1_cysteine_desulfurase_IscS	protein_coding
PF3D7-0727300	DNMT_DNA_(cytosine-5)-methyltransferase	protein_coding
PF3D7-0727400	proteasome_subunit_alpha_type-5%2C_putative	protein_coding
PF3D7-0727500	mTERF_domain-containing_protein%2C_putative	protein_coding
PF3D7-0727600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0727700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0727800	cation_transporting_ATPase%2C_putative	protein_coding
PF3D7-0727900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0728000	eIF2alpha_eukaryotic_translation_initiation_factor_2_subunit_alpha	protein_coding
PF3D7-0728100	anaphase-promoting_complex_subunit_1%2C_putative	protein_coding
PF3D7-0728200	ALP3_actin-like_protein%2C_putative	protein_coding
PF3D7-0728300	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0728400	SDH5_domain-containing_protein%2C_putative	protein_coding
PF3D7-0728500	EF_hand_domain-containing_protein%2C_putative	protein_coding
PF3D7-0728600	RING_zinc_finger_protein%2C_putative	protein_coding
PF3D7-0728700	alpha/beta_hydrolase%2C_putative	protein_coding
PF3D7-0728800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0728900	RNA-binding_protein%2C_putative	protein_coding
PF3D7-0729000	SRP9_signal_recognition_particle_subunit_SRP9	protein_coding
PF3D7-0729100	AKIT8_apicomplexan_kinetochore_protein_8%2C_putative	protein_coding
PF3D7-0729200	AOP_1-cys_peroxiredoxin	protein_coding
PF3D7-0729300	NMD3_60S_ribosomal_export_protein_NMD3%2C_putative	protein_coding
PF3D7-0729400	ribosome_biogenesis_protein_BRX1%2C_putative	protein_coding
PF3D7-0729500	MT-A70_N6-adenosine-methyltransferase_MT-A70	protein_coding
PF3D7-0729600	CMC1_COX_assembly_mitochondrial_protein%2C_putative	protein_coding
PF3D7-0729700	zinc_finger_protein%2C_putative	protein_coding
PF3D7-0729800	dynein_light_chain%2C_putative	protein_coding
PF3D7-0729900	dynein_heavy_chain%2C_putative	protein_coding
PF3D7-0730000	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0730100	tRNA_pseudouridine_synthase_D%2C_putative	protein_coding
PF3D7-0730200	AP-4_complex_subunit_beta%2C_putative	protein_coding
PF3D7-0730300	ApiAP2_AP2_domain_transcription_factor_AP2-L%2C_putative	protein_coding
PF3D7-0730400	IMP2_IMP1-like_protein%2C_putative	protein_coding
PF3D7-0730500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0730600	tRNA_Valine	tRNA
PF3D7-0730700	tRNA_Threonine	tRNA
PF3D7-0730800	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-0730900	PTP4_EMP1-trafficking_protein	protein_coding
PF3D7-0731000	non-coding_RNA	ncRNA
PF3D7-0731100	PTP2_gametocyte_exported_protein_11	protein_coding
PF3D7-0731200	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-0731300	PfG174_Plasmodium_exported_protein_(PHISTb)%2C_unknown_function	protein_coding
PF3D7-0731400	FIKK7.2_serine/threonine_protein_kinase%2C_FIKK_family%2C_pseudogene	pseudogene
PF3D7-0731500	EBA175_erythrocyte_binding_antigen-175	protein_coding
PF3D7-0731600	ACS5_acyl-CoA_synthetase	protein_coding
PF3D7-0731700	Plasmodium_exported_protein_(hyp9)%2C_unknown_function	protein_coding
PF3D7-0731800	GEXP08_gametocyte_exported_protein_8	protein_coding
PF3D7-0731900	RIF_PIR_protein%2C_pseudogene	pseudogene
PF3D7-0732000	PIR_protein	protein_coding
PF3D7-0732100	VAR_erythrocyte_membrane_protein_1_(PfEMP1)%2C_pseudogene	pseudogene
PF3D7-0732200	RIF_PIR_protein	protein_coding
PF3D7-0732300	RIF_PIR_protein	protein_coding
PF3D7-0732400	RIF_PIR_protein	protein_coding
PF3D7-0732500	RIF_PIR_protein	protein_coding
PF3D7-0732600	Plasmodium_exported_protein%2C_unknown_function%2C_fragment	protein_coding
PF3D7-0732700	RIF_PIR_protein	protein_coding
PF3D7-0732800	erythrocyte_membrane_protein_1_(PfEMP1)%2C_exon_2	protein_coding
PF3D7-0732900	RIF_PIR_protein	protein_coding
PF3D7-0733000	VAR_erythrocyte_membrane_protein_1%2C_PfEMP1	protein_coding
PF3D7-0800100	VAR_erythrocyte_membrane_protein_1%2C_PfEMP1	protein_coding
PF3D7-0800200	VAR_erythrocyte_membrane_protein_1%2C_PfEMP1	protein_coding
PF3D7-0800300	VAR_erythrocyte_membrane_protein_1%2C_PfEMP1	protein_coding
PF3D7-0800400	RIF_PIR_protein	protein_coding
PF3D7-0800500	RIF_PIR_protein	protein_coding
PF3D7-0800600	Plasmodium_exported_protein_(PHISTa)%2C_unknown_function	protein_coding
PF3D7-0800650	H/ACA_snoRNA	snoRNA
PF3D7-0800700	SURF8.3_surface-associated_interspersed_protein_8.3_(SURFIN_8.3)	protein_coding
PF3D7-0800750	Plasmodium_exported_protein%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-0800800	Plasmodium_exported_protein_(hyp7)%2C_unknown_function	protein_coding
PF3D7-0800900	Plasmodium_exported_protein_(hyp7)%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-0801000	Plasmodium_exported_protein_(PHISTc)	protein_coding
PF3D7-0801100	28S_ribosomal_RNA	rRNA
PF3D7-0801200	5.8S_ribosomal_RNA	rRNA
PF3D7-0801300	WARP_von_Willebrand_factor_A_domain-related_protein	protein_coding
PF3D7-0801400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0801500	NOL10_nucleolar_protein_10%2C_putative	protein_coding
PF3D7-0801600	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0801700	SENP2_sentrin-specific_protease_2%2C_putative	protein_coding
PF3D7-0801800	mannose-6-phosphate_isomerase%2C_putative	protein_coding
PF3D7-0801900	LSD2_lysine-specific_histone_demethylase%2C_putative	protein_coding
PF3D7-0802000	GDH3_glutamate_dehydrogenase%2C_putative	protein_coding
PF3D7-0802100	AP2-LT_AP2_domain_transcription_factor_AP2-LT	protein_coding
PF3D7-0802200	1-CysPxn_1-cys_peroxiredoxin	protein_coding
PF3D7-0802300	PWP2_periodic_tryptophan_protein_2%2C_putative	protein_coding
PF3D7-0802400	cyclin-like_protein%2C_putative	protein_coding
PF3D7-0802500	inositol_5-phosphatase%2C_putative	protein_coding
PF3D7-0802600	ACbeta_adenylyl_cyclase_beta	protein_coding
PF3D7-0802700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0802800	CNA_serine/threonine_protein_phosphatase_2B_catalytic_subunit_A	protein_coding
PF3D7-0802900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0803000	CYP81_peptidyl-prolyl_cis-trans_isomerase	protein_coding
PF3D7-0803100	UTP14_U3_small_nucleolar_RNA-associated_protein_14%2C_putative	protein_coding
PF3D7-0803200	filament_assembling_protein%2C_putative	protein_coding
PF3D7-0803300	MORG1_WD_repeat_domain-containing_protein_83%2C_putative	protein_coding
PF3D7-0803400	RAD54_DNA_repair_and_recombination_protein_RAD54%2C_putative	protein_coding
PF3D7-0803500	AAA_family_ATPase%2C_putative	protein_coding
PF3D7-0803600	GRAM_domain-containing_protein%2C_putative	protein_coding
PF3D7-0803700	g-tub_tubulin_gamma_chain	protein_coding
PF3D7-0803800	proteasome_subunit_beta_type-4	protein_coding
PF3D7-0803900	C/D_small_nucleolar_RNA	snoRNA
PF3D7-0804000	cactin_homolog%2C_putative	protein_coding
PF3D7-0804100	small_nucleolar_RNA_snoR06	snoRNA
PF3D7-0804200	Plasmodium_RNA_of_unknown_function_RUF3	ncRNA
PF3D7-0804300	zinc_finger_protein%2C_putative	protein_coding
PF3D7-0804400	METAP1c_methionine_aminopeptidase_1c%2C_putative	protein_coding
PF3D7-0804500	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-0804600	tRNA_pseudouridine_synthase%2C_putative	protein_coding
PF3D7-0804700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0804800	CYP24_peptidyl-prolyl_cis-trans_isomerase	protein_coding
PF3D7-0804900	GTPase-activating_protein%2C_putative	protein_coding
PF3D7-0805000	alpha/beta_hydrolase%2C_putative	protein_coding
PF3D7-0805100	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0805200	GAMER_IMC-associated_apicomplexan_protein%2C_putative	protein_coding
PF3D7-0805300	zinc_finger_protein%2C_putative	protein_coding
PF3D7-0805400	N-acetyltransferase%2C_GNAT_family%2C_putative	protein_coding
PF3D7-0805500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0805600	PAP2_phosphatidic_acid_phosphatase_2	protein_coding
PF3D7-0805700	FIKK8_serine/threonine_protein_kinase%2C_FIKK_family	protein_coding
PF3D7-0805800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0805900	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0806000	AAA_family_ATPase%2C_putative	protein_coding
PF3D7-0806100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0806200	DPY19_Dpy-19-like_C-mannosyltransferase	protein_coding
PF3D7-0806300	FLP_ferlin-like_protein%2C_putative	protein_coding
PF3D7-0806400	ALG13_UDP-N-acetylglucosamine_transferase_subunit_ALG13%2C_putative	protein_coding
PF3D7-0806500	DnaJ_protein%2C_putative	protein_coding
PF3D7-0806600	kinesin-like_protein%2C_putative	protein_coding
PF3D7-0806700	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-0806800	V-type_proton_ATPase_subunit_a%2C_putative	protein_coding
PF3D7-0806900	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0807000	YEATS_domain-containing_protein%2C_putative	protein_coding
PF3D7-0807100	PSH3_parasite_specific_helicase_3	protein_coding
PF3D7-0807200	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-0807300	RAB18_ras-related_protein_Rab-18	protein_coding
PF3D7-0807400	COQ10_coenzyme_Q-binding_protein_COQ10_homolog%2C_mitochondrial	protein_coding
PF3D7-0807500	proteasome_subunit_alpha_type-6%2C_putative	protein_coding
PF3D7-0807600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0807700	DegP_serine_protease_DegP	protein_coding
PF3D7-0807800	RPN10_26S_proteasome_regulatory_subunit_RPN10%2C_putative	protein_coding
PF3D7-0807900	TyrRS_tyrosine--tRNA_ligase	protein_coding
PF3D7-0808000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0808100	AP-3_complex_subunit_delta%2C_putative	protein_coding
PF3D7-0808200	PMX_plasmepsin_X	protein_coding
PF3D7-0808300	ubiquitin_regulatory_protein%2C_putative	protein_coding
PF3D7-0808400	SEC28_coatomer_subunit_epsilon%2C_putative	protein_coding
PF3D7-0808450	MPODD_respiratory_chain_complex_2_associated_protein_1%2C_putative	protein_coding
PF3D7-0808500	Plasmodium_RNA_of_unknown_function_RUF6-4	ncRNA
PF3D7-0808600	VAR_erythrocyte_membrane_protein_1%2C_PfEMP1	protein_coding
PF3D7-0808700	VAR_erythrocyte_membrane_protein_1%2C_PfEMP1	protein_coding
PF3D7-0808800	RIF_PIR_protein	protein_coding
PF3D7-0808900	RIF_PIR_protein	protein_coding
PF3D7-0809000	Plasmodium_RNA_of_unknown_function_RUF6-10	ncRNA
PF3D7-0809100	VAR_erythrocyte_membrane_protein_1%2C_PfEMP1	protein_coding
PF3D7-0809200	pfa55-14_asparagine-rich_antigen_Pfa55-14	protein_coding
PF3D7-0809250	C4AP5_respiratory_chain_complex_4_associated_protein_5	protein_coding
PF3D7-0809400	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0809500	histone_acetyltransferase_subunit_NuA4%2C_putative	protein_coding
PF3D7-0809600	separase%2C_putative	protein_coding
PF3D7-0809700	RUVB1_RuvB-like_helicase_1	protein_coding
PF3D7-0809800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0809900	JmjC1_JmjC_domain-containing_protein_1%2C_putative	protein_coding
PF3D7-0810000	acyl-CoA_binding_protein%2C_putative	protein_coding
PF3D7-0810100	ribosomal_protein_L33%2C_apicoplast%2C_putative	protein_coding
PF3D7-0810200	ABCK1_ABC1_family%2C_putative	protein_coding
PF3D7-0810300	PPM5_protein_phosphatase_PPM5%2C_putative	protein_coding
PF3D7-0810400	AQP2_aquaporin%2C_putative	protein_coding
PF3D7-0810500	PPM7_protein_phosphatase_PPM7%2C_putative	protein_coding
PF3D7-0810600	DBP1_ATP-dependent_RNA_helicase_DBP1%2C_putative	protein_coding
PF3D7-0810700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0810800	PPPK-DHPS_hydroxymethyldihydropterin_pyrophosphokinase-dihydropteroate_synthase	protein_coding
